longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-114.3401,40.272,52,1639,227.77136739874402,284,275,8.2096,INLAND,111700
-119.2184,41.1722,12,1849,367.10569724746676,249,124,7.0521,NEAR BAY,90800
-120.848,34.421,5,850,309.7743906565294,113,138,0.6906,<1H OCEAN,89800
-122.441,37.658,12,1510,428.37667760376434,720,216,5.6734,<1H OCEAN,130100
-124.252,38.5505,29,1321,312.7231548828273,310,899,5.2226,INLAND,182500
-119.2089,37.4574,35,1056,167.39628972553461,2984,168,3.8509,<1H OCEAN,295500
-118.7448,36.6237,20,1517,83.30846662605403,1471,277,5.9758,NEAR BAY,124600
-116.0506,34.3238,37,573,264.86152675500074,2453,472,4.5365,<1H OCEAN,157400
-119.2542,37.1381,1,1097,342.1205566475672,1179,24,3.1875,NEAR BAY,88300
-115.1353,36.3115,16,356,71.50113528862809,416,116,9.4126,NEAR BAY,106800
-118.0192,40.0579,30,1055,324.6439251269066,862,960,5.5216,<1H OCEAN,276900
-115.8966,39.7542,9,2973,260.19140504973996,522,507,4.9704,NEAR OCEAN,297400
-122.817,33.773,42,876,189.56296262838512,873,510,1.2839,INLAND,399300
-115.7466,33.3409,10,2772,332.8971218991925,1356,126,15.0,NEAR OCEAN,170700
-117.5486,41.1275,13,886,201.7918397608304,1072,675,1.4643,<1H OCEAN,83700
-122.5977,37.5873,48,513,192.93875075020748,669,138,6.1381,NEAR BAY,94700
-122.4024,40.6491,20,1747,100.49390624454877,701,260,6.8743,INLAND,113600
-115.035,33.0524,29,1517,324.8317532483715,792,397,12.0209,NEAR BAY,111500
-123.9778,37.5019,4,5559,98.0761823484215,1611,438,2.5168,INLAND,188200
-119.6747,37.6246,46,552,151.58255325598432,449,345,2.7586,INLAND,246500
-121.1652,40.6767,49,1407,336.65325130378824,540,212,7.2444,<1H OCEAN,105800
-117.6492,33.4273,28,1442,217.62219088294663,443,67,6.6231,<1H OCEAN,419700
-115.9037,34.7842,37,2300,809.4499622692607,742,259,12.442,INLAND,186100
-120.6962,36.3621,13,1588,370.55434627549437,1106,53,8.6059,NEAR OCEAN,318500
-120.031,40.7255,3,896,414.02884985903677,845,364,3.6581,<1H OCEAN,167700
-114.4808,41.4194,37,518,444.85890243608816,635,123,4.1928,ISLAND,398000
-116.4608,41.9309,48,1397,206.6619287879489,1569,218,6.1338,NEAR OCEAN,103000
-115.328,41.6123,19,1425,168.63133974601544,352,171,1.7913,<1H OCEAN,132400
-119.9124,32.5564,28,1706,104.6173140349074,200,363,6.2755,<1H OCEAN,115000
-121.9592,32.9532,19,895,88.45461306243293,860,140,6.5539,NEAR BAY,196700
-120.1814,33.9023,17,1332,546.2989745074184,644,292,2.7565,<1H OCEAN,148100
-117.1391,35.8142,18,372,158.29396797239082,581,278,3.9441,<1H OCEAN,209200
-123.2057,40.3842,18,533,457.48306921884824,231,256,1.3645,<1H OCEAN,208700
-121.5953,40.9802,23,2110,87.32942949894702,779,322,7.8251,NEAR BAY,185000
-123.8336,34.2749,40,1243,215.324069983178,2796,105,5.7591,INLAND,109500
-119.9765,38.3868,50,1530,594.3047033796707,229,108,2.0463,<1H OCEAN,203000
-116.0255,41.2149,9,721,294.78751941650825,586,667,2.3725,<1H OCEAN,500000
-124.0534,36.9055,29,659,300.29138844382237,706,83,3.453,INLAND,132200
-117.5468,33.4837,51,815,162.32355015193767,466,1114,7.4601,<1H OCEAN,79000
-114.975,36.8492,42,1295,130.0749884467828,758,222,6.0661,NEAR OCEAN,99100
-121.9307,36.0701,29,1772,237.11038536184856,465,134,2.7364,INLAND,116000
-117.3637,37.9878,2,921,111.27771375304407,752,447,3.1394,INLAND,113400
-114.549,36.6673,17,343,226.96129342836218,542,165,4.6254,<1H OCEAN,189500
-114.6772,32.6648,45,1452,486.31937737918446,432,310,2.7721,INLAND,265000
-121.9507,41.943,31,1322,100.7925193101223,625,584,3.2796,<1H OCEAN,70200
-123.2967,37.6636,28,1533,383.5711384115162,977,403,6.7878,NEAR OCEAN,77800
-122.8172,36.9995,43,1997,491.3402339776517,191,329,2.1466,NEAR OCEAN,500000
-117.2796,41.5689,48,1889,,1158,386,4.1148,<1H OCEAN,100800
-117.0424,33.9807,52,2842,,372,251,3.9351,<1H OCEAN,319400
-117.5576,34.2978,39,1118,174.92568818316795,1090,431,4.3679,NEAR OCEAN,272100
-120.9392,40.1761,30,810,196.9540756471858,389,115,5.2516,<1H OCEAN,129000
-122.6022,34.9779,35,2272,433.84363220744626,1176,679,6.4802,INLAND,109800
-118.4924,40.0927,48,2071,406.46506399209363,639,219,7.1745,INLAND,136400
-119.4632,35.0796,51,931,322.2747044902077,316,277,3.646,<1H OCEAN,146400
-117.0117,32.8153,20,2378,374.4820806956133,468,196,4.0924,INLAND,177900
-119.8864,37.4116,16,1155,281.46825808694433,1728,374,5.5321,INLAND,80400
-120.9136,34.3685,34,2679,103.66773381996262,693,511,4.9932,INLAND,252400
-121.3652,39.6995,14,3679,515.325228298943,461,122,6.3118,<1H OCEAN,109100
-122.1853,38.5914,26,6965,130.91593823483927,1656,233,5.8698,NEAR OCEAN,87800
-121.6425,41.2742,20,1145,228.12683830660265,1318,275,2.7338,<1H OCEAN,210200
-123.3517,39.9384,42,2953,444.64467461918355,339,332,13.8,<1H OCEAN,485500
-120.8314,34.2174,51,1993,91.75632864332971,564,199,4.4916,<1H OCEAN,86500
-123.9343,40.1015,24,2127,378.86329382291905,162,180,6.8197,NEAR OCEAN,166800
-122.4359,38.5965,43,1476,106.22079378121535,1336,454,6.4647,<1H OCEAN,163200
-116.8323,38.855,18,2134,371.04338931559107,667,349,5.2759,NEAR OCEAN,447300
-121.0453,40.4065,43,419,567.8558336097501,1136,284,5.2457,INLAND,101600
-117.6176,37.9513,9,1074,146.0180354275363,141,586,7.8178,NEAR OCEAN,249400
-117.1312,36.927,19,694,133.31058600329558,531,95,3.9552,INLAND,71200
-118.4881,38.5481,20,654,258.06864810560654,760,427,7.1375,INLAND,205800
-114.713,35.3306,42,401,130.41154736950287,122,317,6.0585,NEAR OCEAN,211600
-124.0856,34.2347,30,758,53.30010312227138,1124,88,9.0746,INLAND,221000
-116.9135,38.3576,26,970,240.39565763740484,513,553,3.3273,NEAR OCEAN,84200
-114.7121,34.7216,31,1247,309.3839544495227,163,369,4.7142,<1H OCEAN,55100
-115.6773,33.2592,35,1087,194.43009552230373,440,405,2.6828,INLAND,160000
-122.6211,32.5053,3,2290,264.849095621172,958,197,8.7221,NEAR OCEAN,101900
-121.0318,38.279,40,585,509.9006662099501,320,417,2.8761,NEAR OCEAN,95000
-122.5755,35.9404,29,281,190.46945747026245,641,146,5.4697,NEAR OCEAN,74100
-118.2869,39.647,6,1590,208.79620214588576,470,95,3.4137,INLAND,120800
-117.1781,36.0642,52,1061,241.33457226957702,134,242,8.8881,ISLAND,379600
-121.1293,37.117,1,1046,196.4131548625175,1095,392,4.327,<1H OCEAN,101600
-118.9049,36.3673,52,665,196.4486619597516,1269,497,6.6239,<1H OCEAN,276800
-117.3908,38.6805,24,2072,809.1838696464821,1667,271,2.3389,<1H OCEAN,66900
-120.0866,35.8833,38,817,267.20418969923594,669,257,3.0688,NEAR BAY,108900
-115.7598,41.6558,34,590,198.78684837946426,980,497,6.4509,<1H OCEAN,77000
-116.5845,41.3934,51,3540,644.8454681436936,182,193,9.7238,NEAR OCEAN,500000
-123.6533,40.5563,7,1779,523.1014635324567,806,165,6.145,<1H OCEAN,270100
-118.0887,41.2429,11,1066,378.79271311232304,515,759,15.0,<1H OCEAN,227200
-121.9467,36.7668,11,198,159.6859648319234,625,201,7.2058,INLAND,249200
-118.7248,37.5961,36,930,1656.8168711085366,272,464,4.525,INLAND,103400
-114.7311,39.5499,20,1080,81.77437291005836,1632,633,3.6966,<1H OCEAN,198000
-115.5094,39.1134,16,3055,70.32741506293597,177,283,13.333,INLAND,113800
-120.2548,40.9614,5,322,319.90740638875826,826,294,7.2752,<1H OCEAN,500000
-121.3849,39.3051,24,3268,190.5969337950577,319,861,3.2895,INLAND,106900
-121.9559,41.9799,30,1488,43.2087682296278,3622,97,3.0182,<1H OCEAN,101300
-118.9749,35.8108,30,470,221.7277861454872,1160,96,3.0094,INLAND,374700
-123.1575,40.4135,39,2090,258.5822612548042,650,433,6.0906,<1H OCEAN,140400
-118.8072,39.1275,48,924,217.50534321978748,292,183,1.8024,INLAND,254100
-124.2867,39.0682,47,342,302.34117351170414,1355,447,3.2984,<1H OCEAN,154400
-121.0615,35.5954,37,803,176.11797886795136,48,235,5.3576,<1H OCEAN,117000
-122.1007,39.9632,33,1310,222.06203832671855,904,438,4.5566,<1H OCEAN,132200
-114.5878,41.0536,20,1145,611.3632341150669,1000,132,3.411,INLAND,280300
-117.0276,34.5762,22,1720,478.75269677050835,954,375,6.7998,INLAND,169300
-120.8035,38.4422,41,2364,211.44504556772281,1300,172,6.779,NEAR BAY,248000
-123.3715,36.2253,21,508,359.15706371648736,423,405,3.9358,NEAR BAY,255200
-119.132,41.9007,37,1080,451.0317563332179,1032,1280,3.2581,INLAND,203200
-122.1655,37.0489,27,715,,389,139,7.5289,NEAR OCEAN,253400
-118.9357,34.669,38,457,308.3679587640487,342,190,4.0746,INLAND,173600
-115.9464,36.1276,35,1057,272.98688245132297,291,223,4.5196,INLAND,191500
-118.1421,38.7115,38,1483,387.7426906872488,543,306,7.1686,INLAND,116600
-117.9621,33.2228,40,1546,126.37016527960773,1618,49,2.3163,<1H OCEAN,62000
-118.8897,38.2342,6,831,238.90527892814447,2622,250,3.284,<1H OCEAN,132100
-115.0273,41.3466,32,541,144.31207324098833,535,209,3.8322,INLAND,334900
-114.981,40.5784,16,698,308.7180111163803,397,211,14.0734,INLAND,178400
-119.1728,33.1429,28,294,137.32533797461173,1926,300,2.1137,<1H OCEAN,116400
-121.2424,41.9372,16,476,167.04884158487218,940,313,4.5899,<1H OCEAN,340300
-119.7041,39.1379,27,506,266.6259724173336,680,310,2.6328,INLAND,151100
-122.4344,34.0417,3,1981,126.70070166761538,274,115,15.0,NEAR BAY,233600
-117.9366,32.618,49,1980,78.9604117621935,2090,205,5.2598,<1H OCEAN,369800
-119.2991,34.1272,21,4868,506.4491821729416,716,199,2.5298,INLAND,217400
-123.267,40.4627,38,1297,155.9627098601096,665,353,1.6693,NEAR BAY,233300
-122.3235,32.7056,38,781,91.85016644242347,1025,124,6.4702,<1H OCEAN,166300
-119.5037,34.7149,30,1105,112.61410507715688,676,280,5.0323,NEAR OCEAN,53500
-115.4241,39.6944,22,974,228.18871048280073,2163,754,6.5629,NEAR OCEAN,328800
-118.6361,38.0681,19,704,738.0098076349506,1494,37,2.4499,<1H OCEAN,225700
-117.4846,39.936,31,1371,221.89580774343642,424,217,13.749,<1H OCEAN,148100
-120.9097,39.5884,20,1255,367.9728273276681,713,60,4.7074,<1H OCEAN,121700
-118.5859,32.9807,47,1035,186.9910442646422,416,244,5.7814,<1H OCEAN,161600
-119.8262,40.9789,19,892,278.6895616825181,3015,439,6.5166,NEAR BAY,79300
-117.7087,34.6568,2,1706,211.73058742797224,373,171,4.7665,<1H OCEAN,217100
-123.7942,37.7572,40,744,364.6951601494326,604,467,9.8093,NEAR BAY,168000
-119.367,38.6207,39,826,110.74134222597877,889,634,3.261,<1H OCEAN,117100
-121.3401,34.102,27,1529,257.9179640762256,996,324,8.2763,NEAR BAY,230700
-121.0381,41.7742,8,2226,272.48627855771605,1141,170,9.973,<1H OCEAN,178100
-114.6908,37.1375,45,2088,322.83414738955656,1262,356,8.3477,INLAND,221700
-122.4731,33.0476,27,914,95.3866734031473,1157,793,10.5974,<1H OCEAN,101200
-121.1875,41.404,15,452,175.35863079168698,470,96,2.8915,<1H OCEAN,209500
-119.2011,38.0695,12,895,372.67428664640204,429,531,6.0375,<1H OCEAN,327100
-115.6697,39.1423,47,1154,286.5979219418355,685,99,5.7572,<1H OCEAN,162500
-120.1333,37.4892,14,502,823.5961278347249,427,84,4.6877,<1H OCEAN,139600
-116.8613,40.43,7,883,168.92406734101183,393,103,6.5284,INLAND,96100
-115.7363,32.8148,17,2552,60.88290190642921,474,238,9.2462,<1H OCEAN,174600
-121.1998,35.0496,26,1215,176.54391337178637,3574,592,2.9054,INLAND,115800
-120.3725,36.9617,37,751,37.96307163422242,2287,59,2.1722,INLAND,325100
-120.7344,33.2277,20,1118,400.0161182245599,549,489,3.963,NEAR OCEAN,500000
-115.9714,39.2061,10,1162,244.14827175648247,127,219,1.0094,NEAR OCEAN,500000
-123.8565,36.2398,19,844,323.3755210556229,414,113,4.299,NEAR OCEAN,110500
-121.2158,35.0903,18,1883,361.5238939665911,1344,370,10.5676,INLAND,90500
-117.5059,32.5321,30,304,506.71558213963203,190,175,1.9077,<1H OCEAN,210800
-118.6456,39.3384,30,1525,39.89739369607532,1078,1189,3.4882,INLAND,128800
-119.9371,40.4212,25,734,58.592176842424614,1024,346,2.2659,INLAND,159600
-118.9005,36.2529,24,2280,144.20194625556178,674,254,5.6861,<1H OCEAN,500000
-122.3242,37.8601,10,449,197.80297902105391,645,385,6.5673,INLAND,80600
-119.9928,34.663,2,2115,281.37783891819475,322,626,4.5397,<1H OCEAN,150500
-119.283,38.4109,38,631,267.03106010840446,1161,670,2.9716,<1H OCEAN,168400
-115.2881,32.6153,32,1373,276.7015251980418,852,468,5.0237,INLAND,314500
-121.6916,37.1421,35,791,81.93063463215744,452,641,9.4155,<1H OCEAN,116600
-115.6217,38.62,51,2414,140.27924674556093,354,568,7.6432,<1H OCEAN,382600
-117.8576,41.2228,37,959,195.2548286797066,256,462,3.5109,<1H OCEAN,169000
-124.0966,36.1227,7,661,220.19460003540394,895,185,3.6895,<1H OCEAN,96200
-117.0537,39.7693,7,2920,172.37822036879186,565,589,3.629,<1H OCEAN,121200
-123.9445,38.178,27,901,292.37566192377653,571,181,6.015,<1H OCEAN,265700
-114.3262,41.3066,10,1580,110.0726525726399,190,294,1.956,<1H OCEAN,439400
-115.5736,36.2846,33,2116,174.54625788617759,276,188,6.2066,<1H OCEAN,154900
-121.3266,35.5314,43,592,347.95850510207805,253,392,3.2387,<1H OCEAN,500000
-121.7259,40.9278,7,1473,282.34259874728235,1230,599,3.823,<1H OCEAN,259800
-120.4856,32.9678,6,1619,188.41352578773734,763,184,2.891,<1H OCEAN,150600
-120.7383,33.7957,6,371,191.430932975512,530,91,6.9502,NEAR OCEAN,243800
-120.5766,33.2828,13,1374,175.34292841260074,1610,496,3.1404,INLAND,273900
-121.1172,40.5095,48,855,193.53766282117618,1438,505,2.5203,INLAND,128000
-118.0887,32.6008,13,3408,171.9731136953249,1610,731,3.1661,INLAND,137000
-122.6574,40.6857,2,2010,189.5998901023592,548,457,2.3413,<1H OCEAN,150700
-115.8402,36.787,19,1491,300.96397642634844,214,464,7.5159,NEAR BAY,123200
-116.176,32.5382,51,262,296.6029770617959,2605,148,2.3125,<1H OCEAN,198400
-119.5352,36.3156,19,1497,97.60703091122251,1011,409,4.3669,<1H OCEAN,428800
-115.7727,34.2746,50,643,857.6828093018855,1028,1099,3.0332,<1H OCEAN,238100
-121.8285,38.4318,38,2021,167.3001191694219,1142,166,11.486,NEAR OCEAN,459100
-124.1243,38.9539,2,980,339.7519499414556,6068,104,5.7764,NEAR BAY,213200
-118.1079,37.1315,51,762,115.56574472941251,613,269,3.0724,NEAR OCEAN,500000
-119.7209,32.8849,26,807,681.2116334538041,2098,471,4.9675,<1H OCEAN,108200
-118.6284,38.7332,6,846,356.64270967933913,336,284,2.597,NEAR BAY,49800
-115.3066,40.4994,20,427,319.81116501673597,1276,852,6.7052,<1H OCEAN,169400
-114.6007,39.3431,23,468,215.89192073907375,2770,133,4.9561,INLAND,197300
-117.9555,40.3846,15,867,67.48858968811534,640,84,5.7626,NEAR BAY,289400
-116.6594,34.4048,6,3257,783.6599693866631,143,665,2.529,INLAND,466600
-123.4619,40.9444,28,1808,444.7816194120747,1046,91,1.9536,<1H OCEAN,65600
-122.6928,35.5608,35,1925,195.3835634066314,559,305,1.6518,INLAND,171200
-116.968,32.6273,11,2535,342.06854082826544,1306,652,1.7287,<1H OCEAN,141100
-119.9863,40.5122,8,1335,97.76530119078866,458,284,4.5111,<1H OCEAN,92600
-119.8403,41.4473,50,796,64.41952990322895,4492,150,14.1978,INLAND,168600
-121.2139,38.7278,49,822,247.52531290114587,724,596,3.527,<1H OCEAN,251400
-118.2264,34.6986,51,615,140.01319661437566,1252,275,3.1669,<1H OCEAN,315200
-122.4483,34.8916,51,1934,174.54368523862445,298,209,4.3381,INLAND,213600
-118.0308,36.9326,24,569,235.8302867116243,259,773,2.7962,INLAND,401000
-122.562,41.0294,21,4737,106.58105184015673,235,188,2.077,<1H OCEAN,183200
-123.6617,33.9212,49,582,231.33498480852748,236,160,3.0261,<1H OCEAN,343700
-120.9964,40.3467,36,2581,112.96700139655447,1144,130,3.9111,NEAR OCEAN,112500
-121.9886,35.2674,7,2591,497.06988954347275,410,573,13.676,<1H OCEAN,114600
-115.4101,40.1816,5,1697,228.09533496035948,240,330,3.3431,INLAND,500000
-123.7505,41.2426,29,3409,353.9978966264031,380,173,5.0373,NEAR BAY,114500
-122.5339,36.5612,16,955,70.75327184105939,1167,89,1.9676,INLAND,241300
-118.8128,35.968,6,1199,369.7511984293456,1144,655,6.7959,<1H OCEAN,119400
-119.4893,40.1211,14,1283,697.8865709956287,1476,175,2.8761,<1H OCEAN,164000
-123.8415,37.5301,52,1657,265.68929220314413,531,68,2.2759,INLAND,142200
-124.2275,39.0023,2,306,352.6580096501848,3286,260,2.4185,NEAR OCEAN,224100
-114.4193,38.4169,25,1018,207.1287965115386,1580,504,3.0491,INLAND,231800
-117.7117,33.9524,31,1999,318.2067522545558,259,405,2.2397,<1H OCEAN,105400
-120.6459,40.5255,50,845,750.5661277893371,1273,259,5.3376,<1H OCEAN,275300
-119.5957,34.3599,50,4322,1178.9511813278077,675,179,2.3382,<1H OCEAN,84000
-121.6345,41.3567,13,1199,305.52340672514123,582,165,6.6029,INLAND,440000
-120.8513,34.8804,18,1572,119.84786841561407,670,597,3.303,INLAND,190500
-117.8096,39.4719,17,3247,378.5373959441118,390,62,2.5852,<1H OCEAN,38900
-115.4719,35.2042,45,1200,102.88892976002371,1490,125,2.9744,NEAR OCEAN,71400
-122.4587,35.519,28,3210,158.04930902704882,418,228,2.4367,INLAND,233300
-115.8964,35.445,12,1649,171.20633242010769,424,60,4.5401,NEAR OCEAN,311600
-123.0844,39.605,35,1651,1021.2906057606964,1221,210,3.2313,<1H OCEAN,142800
-122.1501,37.7897,22,588,665.2057625521758,3775,103,8.7305,INLAND,198600
-123.9282,40.888,39,2379,575.4420813846759,446,341,1.1239,<1H OCEAN,211600
-122.8919,35.42,1,717,434.64969673787516,245,163,9.0329,INLAND,351100
-115.127,39.0739,37,962,129.55601560728357,1655,184,2.9934,INLAND,241000
-119.7056,39.653,21,2647,288.68957430755097,777,156,11.7077,INLAND,122200
-123.5233,33.9391,1,848,885.8452998697063,994,392,4.8177,<1H OCEAN,281800
-114.7027,36.3056,4,1398,334.7137669270781,683,233,9.2057,INLAND,54600
-115.5101,37.0868,32,1056,503.2581319509661,1069,474,4.2816,<1H OCEAN,142400
-116.7532,35.879,1,1082,79.29067317369088,889,569,4.1266,NEAR OCEAN,232800
-114.9653,35.5601,13,987,405.5779461632628,437,200,2.5362,<1H OCEAN,102200
-122.0987,39.021,46,530,116.97577255533726,1168,150,4.2424,<1H OCEAN,154200
-115.9363,34.5507,47,1606,209.63514057316075,992,182,2.4599,<1H OCEAN,256200
-117.4001,39.2392,17,1709,662.1036637332775,494,1576,5.0147,<1H OCEAN,125800
-115.6024,41.3829,12,729,312.0034113776682,579,158,4.9372,<1H OCEAN,172100
-116.3309,37.8694,7,804,432.90189917680766,354,216,4.1637,<1H OCEAN,78700
-120.835,38.3086,51,2077,214.97322437153292,962,284,9.4139,<1H OCEAN,223000
-116.556,33.1549,3,911,63.54770306337274,970,358,6.041,<1H OCEAN,189900
-121.6754,40.7125,50,1170,127.14166138632962,644,263,2.5803,NEAR OCEAN,271700
-121.0141,35.2118,26,591,393.9287488702468,267,847,6.303,<1H OCEAN,144100
-123.2209,38.343,31,1048,309.2962629365445,131,288,7.9345,NEAR BAY,60500
-114.9492,41.8016,36,593,783.4478167497114,552,220,1.0653,NEAR OCEAN,123200
-121.39,38.1573,26,718,267.3669949949163,803,477,2.3401,<1H OCEAN,354600
-119.0938,39.3847,3,642,130.97900021838396,1114,131,3.3823,<1H OCEAN,239800
-120.3867,36.7305,44,2006,240.30832196234968,1646,356,2.7502,<1H OCEAN,327500
-114.7007,33.0735,28,432,492.0002995406553,499,188,6.5724,INLAND,197500
-120.9495,40.0772,44,1321,71.52400980653682,187,601,2.6331,INLAND,104500
-116.5145,32.8325,17,938,311.672686701574,441,635,2.4678,<1H OCEAN,175100
-115.7458,39.1562,38,2914,101.2562422862909,3814,216,5.1719,<1H OCEAN,174100
-119.9439,32.7178,47,1892,274.211382614433,2478,133,3.9017,INLAND,127000
-120.5183,40.6919,30,460,406.87692869891833,936,66,8.7891,<1H OCEAN,57000
-116.8225,33.9975,2,740,360.07473014018547,470,286,5.5988,NEAR BAY,156300
-115.171,37.3856,8,1086,625.3252826572445,618,54,15.0,<1H OCEAN,219200
-116.7507,38.1729,14,740,291.63746252849586,2622,230,2.3293,<1H OCEAN,94200
-122.0287,36.8467,37,2071,350.5514387563082,786,165,1.7907,<1H OCEAN,282600
-115.4169,35.7373,35,1235,359.2389528212785,490,361,10.2313,INLAND,189400
-120.4242,36.9442,42,957,124.11304190544364,1921,242,15.0,<1H OCEAN,182500
-118.5377,35.4584,39,2179,223.80270532857114,140,164,3.9197,<1H OCEAN,76000
-115.9856,36.6622,11,480,43.759474624079004,297,443,3.7028,<1H OCEAN,210900
-122.4161,35.9097,15,910,318.561826164381,349,113,4.8374,<1H OCEAN,108400
-116.4549,37.8789,2,1304,35.655171277336244,1482,362,2.687,INLAND,114600
-118.3384,34.7603,37,993,443.35335925312745,424,1036,1.3951,<1H OCEAN,76800
-115.3666,41.8922,43,124,778.4603809035867,161,481,5.1848,INLAND,500000
-122.5803,37.2583,32,1390,346.9250434142584,382,184,4.5075,<1H OCEAN,152200
-120.0932,34.3445,40,1559,386.50831533103843,456,119,1.954,INLAND,117700
-115.9716,37.0321,13,539,568.7326103215241,630,470,3.0946,INLAND,176300
-124.1077,40.7309,43,237,180.4795301927987,736,103,1.9275,INLAND,129400
-123.178,32.7072,17,682,100.40922091693976,1442,245,5.6008,INLAND,164600
-114.3943,38.9558,15,951,230.39813816138053,518,406,4.4099,<1H OCEAN,232900
-121.4961,37.7057,33,1014,143.44513153609418,417,120,4.9393,NEAR BAY,140300
-114.5446,34.1108,51,276,258.1997261354572,690,116,6.1221,INLAND,180300
-122.4747,40.266,16,1264,292.45670660557806,807,97,8.6515,<1H OCEAN,500000
-120.6891,36.0044,51,2253,175.08076792411458,411,747,4.9868,<1H OCEAN,57200
-116.7713,35.2911,13,2142,148.4720498809828,170,803,6.4825,<1H OCEAN,87500
-117.7222,40.3672,22,2579,54.168950985692526,449,795,13.3489,INLAND,210000
-118.4888,38.566,23,469,217.41955361906372,1268,873,8.0039,<1H OCEAN,262600
-119.001,41.0335,36,2029,180.22518004657977,624,157,5.1087,NEAR BAY,500000
-115.8656,38.4839,43,570,189.39658853221022,1799,68,4.9236,<1H OCEAN,229200
-121.9505,39.5378,50,1905,408.3582521370827,994,806,2.725,INLAND,105300
-119.8753,40.4462,50,654,968.4460481531953,436,468,3.0408,INLAND,394600
-122.7455,33.02,10,1403,190.60141738616866,2154,443,4.2241,NEAR OCEAN,150500
-118.3406,39.8725,17,3211,320.6138060535017,331,118,3.625,<1H OCEAN,146500
-121.7946,38.3302,30,2107,292.3136432474124,174,261,13.8916,NEAR BAY,59000
-120.9616,33.1603,13,575,541.4522627389157,875,273,5.6053,NEAR BAY,259900
-119.5875,37.3315,30,494,129.25089243416394,355,234,5.3353,NEAR BAY,109900
-124.0323,33.2834,46,1888,126.60801668149955,635,134,9.0603,NEAR OCEAN,180200
-123.3806,39.4915,30,2761,137.36684919482542,282,64,5.002,NEAR OCEAN,164500
-117.4407,37.6918,7,1481,50.03604958718094,667,144,3.7981,INLAND,164000
-120.0103,41.5589,10,766,236.93753779371943,980,32,5.2331,NEAR OCEAN,173400
-115.6521,34.2398,35,1129,117.11377720428179,1103,183,5.7196,INLAND,124900
-117.3533,38.2573,2,1484,291.7287361230005,267,159,10.3824,INLAND,125000
-124.219,34.51,30,1029,45.84708106094608,225,108,1.9848,INLAND,309900
-118.1329,38.3336,19,575,235.1194320580459,914,323,2.8761,ISLAND,151900
-123.3628,39.3652,39,2309,204.52303627491128,490,192,4.2898,<1H OCEAN,134000
-116.4907,39.3619,37,4083,167.0889261228007,426,202,7.8643,NEAR OCEAN,130600
-114.3849,40.2432,3,2976,492.1302843221661,605,647,7.1875,<1H OCEAN,247200
-118.988,40.6087,25,239,139.32005308556583,580,195,4.7827,<1H OCEAN,132200
-117.4722,33.2341,34,2463,302.6606270844,897,336,8.2613,<1H OCEAN,308000
-121.9269,35.761,22,1643,157.23138608142804,982,114,2.9912,<1H OCEAN,177500
-119.924,39.0277,38,692,781.5887571111123,1461,292,13.874,ISLAND,139200
-115.739,37.2366,14,277,222.32233087541442,540,227,2.7144,<1H OCEAN,207100
-122.6258,34.3114,39,1012,392.70770539519634,1475,261,1.6027,INLAND,132100
-121.6446,37.7507,2,1414,374.94676650256775,1064,103,6.4437,<1H OCEAN,216800
-119.8457,36.3706,32,505,545.6294832696515,1337,110,1.8965,NEAR BAY,169600
-117.1775,36.2054,43,2598,271.0377964313898,274,192,3.3024,NEAR OCEAN,74600
-120.5412,40.1927,3,2554,97.29789687127524,612,621,4.1128,<1H OCEAN,86000
-115.0227,36.3722,41,1521,333.6482220857102,3029,89,5.7485,<1H OCEAN,163600
-123.3554,32.7513,8,419,297.07868944482186,222,793,8.2298,<1H OCEAN,141400
-120.592,33.0516,26,912,29.214796930805523,2788,149,1.9941,<1H OCEAN,418900
-117.2105,40.6343,32,1819,75.91796569933676,2691,259,2.2812,<1H OCEAN,97600
-122.0401,41.6257,11,1737,401.0792123480833,1194,493,15.0,ISLAND,74900
-117.7359,39.0399,50,672,661.345334776983,226,190,3.9484,NEAR OCEAN,142700
-122.6578,35.9615,1,744,230.92896971175514,559,206,1.6719,<1H OCEAN,179100
-123.7402,41.4167,15,660,431.1527206137873,1253,673,2.447,NEAR BAY,229000
-123.0898,38.7966,4,899,264.1222220098061,230,527,3.2659,<1H OCEAN,53800
-115.0002,40.5212,4,780,251.00809375511062,1142,399,4.4951,<1H OCEAN,372000
-118.7825,39.7756,28,686,221.35657461199582,725,220,9.1664,INLAND,92800
-116.3365,36.1018,10,995,258.9165320398181,421,231,11.9452,<1H OCEAN,269800
-120.9735,37.0477,11,1127,321.14218441976817,271,115,2.7328,<1H OCEAN,450500
-118.3734,34.2683,50,2347,184.7122542393454,2137,200,3.1874,<1H OCEAN,236500
-119.3505,35.2741,23,315,585.6309877643059,1238,256,4.8994,INLAND,79500
-114.8426,39.8922,47,2574,121.49296288247837,582,239,2.899,NEAR BAY,121100
-116.8243,40.9928,3,649,804.9670425387969,683,301,9.1678,INLAND,254900
-116.9946,39.3824,39,4033,210.43060499253255,536,532,15.0,INLAND,140400
-123.8365,36.9192,39,1756,235.93961380163736,156,84,4.5394,INLAND,79300
-118.8033,33.3218,17,1608,157.6903028679293,1864,157,5.4579,<1H OCEAN,167100
-119.6301,33.041,22,1019,325.9016171972532,792,545,3.1532,NEAR OCEAN,137700
-115.0216,36.0561,52,4647,187.98051234797506,1427,1375,5.4819,INLAND,243600
